lat,lon,heading,filename,status,source
47.3959219646304,-122.8489893145059,90,lat_47.3959219646304_lon_-122.8489893145059_hdg_90_pano.jpg,OK,pano
47.3959219646304,-122.8489893145059,180,lat_47.3959219646304_lon_-122.8489893145059_hdg_180_pano.jpg,OK,pano
47.3959219646304,-122.8489893145059,270,lat_47.3959219646304_lon_-122.8489893145059_hdg_270_pano.jpg,OK,pano
47.396308,-121.848974,0,,ZERO_RESULTS,metadata
47.396308,-121.848974,90,,ZERO_RESULTS,metadata
47.396308,-121.848974,180,,ZERO_RESULTS,metadata
47.396308,-121.848974,270,,ZERO_RESULTS,metadata
47.396308,-120.848974,0,,ZERO_RESULTS,metadata
47.396308,-120.848974,90,,ZERO_RESULTS,metadata
47.396308,-120.848974,180,,ZERO_RESULTS,metadata
47.396308,-120.848974,270,,ZERO_RESULTS,metadata
47.396308,-119.848974,0,,ZERO_RESULTS,metadata
47.396308,-119.848974,90,,ZERO_RESULTS,metadata
47.396308,-119.848974,180,,ZERO_RESULTS,metadata
47.396308,-119.848974,270,,ZERO_RESULTS,metadata
47.396308,-118.848974,0,,ZERO_RESULTS,metadata
47.396308,-118.848974,90,,ZERO_RESULTS,metadata
47.396308,-118.848974,180,,ZERO_RESULTS,metadata
47.396308,-118.848974,270,,ZERO_RESULTS,metadata
47.396308,-117.848974,0,,ZERO_RESULTS,metadata
47.396308,-117.848974,90,,ZERO_RESULTS,metadata
47.396308,-117.848974,180,,ZERO_RESULTS,metadata
47.396308,-117.848974,270,,ZERO_RESULTS,metadata
47.396308,-116.848974,0,,ZERO_RESULTS,metadata
47.396308,-116.848974,90,,ZERO_RESULTS,metadata
47.396308,-116.848974,180,,ZERO_RESULTS,metadata
47.396308,-116.848974,270,,ZERO_RESULTS,metadata
47.396308,-115.848974,0,,ZERO_RESULTS,metadata
47.396308,-115.848974,90,,ZERO_RESULTS,metadata
47.396308,-115.848974,180,,ZERO_RESULTS,metadata
47.396308,-115.848974,270,,ZERO_RESULTS,metadata
47.396308,-114.848974,0,,ZERO_RESULTS,metadata
47.396308,-114.848974,90,,ZERO_RESULTS,metadata
47.396308,-114.848974,180,,ZERO_RESULTS,metadata
47.396308,-114.848974,270,,ZERO_RESULTS,metadata
47.396308,-113.848974,0,,ZERO_RESULTS,metadata
47.396308,-113.848974,90,,ZERO_RESULTS,metadata
47.396308,-113.848974,180,,ZERO_RESULTS,metadata
47.396308,-113.848974,270,,ZERO_RESULTS,metadata
47.396308,-112.848974,0,,ZERO_RESULTS,metadata
47.396308,-112.848974,90,,ZERO_RESULTS,metadata
47.396308,-112.848974,180,,ZERO_RESULTS,metadata
47.396308,-112.848974,270,,ZERO_RESULTS,metadata
47.396308,-111.848974,0,,ZERO_RESULTS,metadata
47.396308,-111.848974,90,,ZERO_RESULTS,metadata
47.396308,-111.848974,180,,ZERO_RESULTS,metadata
47.396308,-111.848974,270,,ZERO_RESULTS,metadata
47.396308,-110.848974,0,,ZERO_RESULTS,metadata
47.396308,-110.848974,90,,ZERO_RESULTS,metadata
47.396308,-110.848974,180,,ZERO_RESULTS,metadata
47.396308,-110.848974,270,,ZERO_RESULTS,metadata
47.396308,-109.848974,0,,ZERO_RESULTS,metadata
47.396308,-109.848974,90,,ZERO_RESULTS,metadata
47.396308,-109.848974,180,,ZERO_RESULTS,metadata
47.396308,-109.848974,270,,ZERO_RESULTS,metadata
47.396308,-108.848974,0,,ZERO_RESULTS,metadata
47.396308,-108.848974,90,,ZERO_RESULTS,metadata
47.396308,-108.848974,180,,ZERO_RESULTS,metadata
47.396308,-108.848974,270,,ZERO_RESULTS,metadata
47.396308,-107.848974,0,,ZERO_RESULTS,metadata
47.396308,-107.848974,90,,ZERO_RESULTS,metadata
47.396308,-107.848974,180,,ZERO_RESULTS,metadata
47.396308,-107.848974,270,,ZERO_RESULTS,metadata
47.396308,-106.848974,0,,ZERO_RESULTS,metadata
47.396308,-106.848974,90,,ZERO_RESULTS,metadata
47.396308,-106.848974,180,,ZERO_RESULTS,metadata
47.396308,-106.848974,270,,ZERO_RESULTS,metadata
47.396308,-105.848974,0,,ZERO_RESULTS,metadata
47.396308,-105.848974,90,,ZERO_RESULTS,metadata
47.396308,-105.848974,180,,ZERO_RESULTS,metadata
47.396308,-105.848974,270,,ZERO_RESULTS,metadata
47.396308,-104.848974,0,,ZERO_RESULTS,metadata
47.396308,-104.848974,90,,ZERO_RESULTS,metadata
47.396308,-104.848974,180,,ZERO_RESULTS,metadata
47.396308,-104.848974,270,,ZERO_RESULTS,metadata
47.396308,-103.848974,0,,ZERO_RESULTS,metadata
47.396308,-103.848974,90,,ZERO_RESULTS,metadata
47.396308,-103.848974,180,,ZERO_RESULTS,metadata
47.396308,-103.848974,270,,ZERO_RESULTS,metadata
47.396308,-102.848974,0,,ZERO_RESULTS,metadata
47.396308,-102.848974,90,,ZERO_RESULTS,metadata
47.396308,-102.848974,180,,ZERO_RESULTS,metadata
47.396308,-102.848974,270,,ZERO_RESULTS,metadata
47.396308,-101.848974,0,,ZERO_RESULTS,metadata
47.396308,-101.848974,90,,ZERO_RESULTS,metadata
47.396308,-101.848974,180,,ZERO_RESULTS,metadata
47.396308,-101.848974,270,,ZERO_RESULTS,metadata
47.396308,-100.848974,0,,ZERO_RESULTS,metadata
47.396308,-100.848974,90,,ZERO_RESULTS,metadata
47.396308,-100.848974,180,,ZERO_RESULTS,metadata
47.396308,-100.848974,270,,ZERO_RESULTS,metadata
47.396308,-99.848974,0,,ZERO_RESULTS,metadata
47.396308,-99.848974,90,,ZERO_RESULTS,metadata
47.396308,-99.848974,180,,ZERO_RESULTS,metadata
47.396308,-99.848974,270,,ZERO_RESULTS,metadata
47.396308,-98.848974,0,,ZERO_RESULTS,metadata
47.396308,-98.848974,90,,ZERO_RESULTS,metadata
47.396308,-98.848974,180,,ZERO_RESULTS,metadata
47.396308,-98.848974,270,,ZERO_RESULTS,metadata
47.396308,-97.848974,0,,ZERO_RESULTS,metadata
47.396308,-97.848974,90,,ZERO_RESULTS,metadata
47.396308,-97.848974,180,,ZERO_RESULTS,metadata
47.396308,-97.848974,270,,ZERO_RESULTS,metadata
47.396308,-96.848974,0,,ZERO_RESULTS,metadata
47.396308,-96.848974,90,,ZERO_RESULTS,metadata
47.396308,-96.848974,180,,ZERO_RESULTS,metadata
47.396308,-96.848974,270,,ZERO_RESULTS,metadata
47.396308,-95.848974,0,,ZERO_RESULTS,metadata
47.396308,-95.848974,90,,ZERO_RESULTS,metadata
47.396308,-95.848974,180,,ZERO_RESULTS,metadata
47.396308,-95.848974,270,,ZERO_RESULTS,metadata
47.396308,-94.848974,0,,ZERO_RESULTS,metadata
47.396308,-94.848974,90,,ZERO_RESULTS,metadata
47.396308,-94.848974,180,,ZERO_RESULTS,metadata
47.396308,-94.848974,270,,ZERO_RESULTS,metadata
47.396308,-93.848974,0,,ZERO_RESULTS,metadata
47.396308,-93.848974,90,,ZERO_RESULTS,metadata
47.396308,-93.848974,180,,ZERO_RESULTS,metadata
47.396308,-93.848974,270,,ZERO_RESULTS,metadata
47.39630841553046,-92.84901119546097,0,lat_47.39630841553046_lon_-92.84901119546097_hdg_0_pano.jpg,OK,pano
47.39630841553046,-92.84901119546097,90,lat_47.39630841553046_lon_-92.84901119546097_hdg_90_pano.jpg,OK,pano
47.39630841553046,-92.84901119546097,180,lat_47.39630841553046_lon_-92.84901119546097_hdg_180_pano.jpg,OK,pano
47.39630841553046,-92.84901119546097,270,lat_47.39630841553046_lon_-92.84901119546097_hdg_270_pano.jpg,OK,pano
47.396308,-91.848974,0,,ZERO_RESULTS,metadata
47.396308,-91.848974,90,,ZERO_RESULTS,metadata
47.396308,-91.848974,180,,ZERO_RESULTS,metadata
47.396308,-91.848974,270,,ZERO_RESULTS,metadata
47.396308,-90.848974,0,,ZERO_RESULTS,metadata
47.396308,-90.848974,90,,ZERO_RESULTS,metadata
47.396308,-90.848974,180,,ZERO_RESULTS,metadata
47.396308,-90.848974,270,,ZERO_RESULTS,metadata
47.396308,-89.848974,0,,ZERO_RESULTS,metadata
47.396308,-89.848974,90,,ZERO_RESULTS,metadata
47.396308,-89.848974,180,,ZERO_RESULTS,metadata
47.396308,-89.848974,270,,ZERO_RESULTS,metadata
47.396308,-88.848974,0,,ZERO_RESULTS,metadata
47.396308,-88.848974,90,,ZERO_RESULTS,metadata
47.396308,-88.848974,180,,ZERO_RESULTS,metadata
47.396308,-88.848974,270,,ZERO_RESULTS,metadata
47.396308,-87.848974,0,,ZERO_RESULTS,metadata
47.396308,-87.848974,90,,ZERO_RESULTS,metadata
47.396308,-87.848974,180,,ZERO_RESULTS,metadata
47.396308,-87.848974,270,,ZERO_RESULTS,metadata
47.396308,-86.848974,0,,ZERO_RESULTS,metadata
47.396308,-86.848974,90,,ZERO_RESULTS,metadata
47.396308,-86.848974,180,,ZERO_RESULTS,metadata
47.396308,-86.848974,270,,ZERO_RESULTS,metadata
47.396308,-85.848974,0,,ZERO_RESULTS,metadata
47.396308,-85.848974,90,,ZERO_RESULTS,metadata
47.396308,-85.848974,180,,ZERO_RESULTS,metadata
47.396308,-85.848974,270,,ZERO_RESULTS,metadata
47.396308,-84.848974,0,,ZERO_RESULTS,metadata
47.396308,-84.848974,90,,ZERO_RESULTS,metadata
47.396308,-84.848974,180,,ZERO_RESULTS,metadata
47.396308,-84.848974,270,,ZERO_RESULTS,metadata
47.396308,-83.848974,0,,ZERO_RESULTS,metadata
47.396308,-83.848974,90,,ZERO_RESULTS,metadata
47.396308,-83.848974,180,,ZERO_RESULTS,metadata
47.396308,-83.848974,270,,ZERO_RESULTS,metadata
47.396308,-82.848974,0,,ZERO_RESULTS,metadata
47.396308,-82.848974,90,,ZERO_RESULTS,metadata
47.396308,-82.848974,180,,ZERO_RESULTS,metadata
47.396308,-82.848974,270,,ZERO_RESULTS,metadata
47.396308,-81.848974,0,,ZERO_RESULTS,metadata
47.396308,-81.848974,90,,ZERO_RESULTS,metadata
47.396308,-81.848974,180,,ZERO_RESULTS,metadata
47.396308,-81.848974,270,,ZERO_RESULTS,metadata
47.396308,-80.848974,0,,ZERO_RESULTS,metadata
47.396308,-80.848974,90,,ZERO_RESULTS,metadata
47.396308,-80.848974,180,,ZERO_RESULTS,metadata
47.396308,-80.848974,270,,ZERO_RESULTS,metadata
47.396308,-79.848974,0,,ZERO_RESULTS,metadata
47.396308,-79.848974,90,,ZERO_RESULTS,metadata
47.396308,-79.848974,180,,ZERO_RESULTS,metadata
47.396308,-79.848974,270,,ZERO_RESULTS,metadata
47.396308,-78.848974,0,,ZERO_RESULTS,metadata
47.396308,-78.848974,90,,ZERO_RESULTS,metadata
47.396308,-78.848974,180,,ZERO_RESULTS,metadata
47.396308,-78.848974,270,,ZERO_RESULTS,metadata
47.396308,-77.848974,0,,ZERO_RESULTS,metadata
47.396308,-77.848974,90,,ZERO_RESULTS,metadata
47.396308,-77.848974,180,,ZERO_RESULTS,metadata
47.396308,-77.848974,270,,ZERO_RESULTS,metadata
47.396308,-76.848974,0,,ZERO_RESULTS,metadata
47.396308,-76.848974,90,,ZERO_RESULTS,metadata
47.396308,-76.848974,180,,ZERO_RESULTS,metadata
47.396308,-76.848974,270,,ZERO_RESULTS,metadata
47.396308,-75.848974,0,,ZERO_RESULTS,metadata
47.396308,-75.848974,90,,ZERO_RESULTS,metadata
47.396308,-75.848974,180,,ZERO_RESULTS,metadata
47.396308,-75.848974,270,,ZERO_RESULTS,metadata
47.396308,-74.848974,0,,ZERO_RESULTS,metadata
47.396308,-74.848974,90,,ZERO_RESULTS,metadata
47.396308,-74.848974,180,,ZERO_RESULTS,metadata
47.396308,-74.848974,270,,ZERO_RESULTS,metadata
47.396308,-73.848974,0,,ZERO_RESULTS,metadata
47.396308,-73.848974,90,,ZERO_RESULTS,metadata
47.396308,-73.848974,180,,ZERO_RESULTS,metadata
47.396308,-73.848974,270,,ZERO_RESULTS,metadata
47.396308,-72.848974,0,,ZERO_RESULTS,metadata
47.396308,-72.848974,90,,ZERO_RESULTS,metadata
47.396308,-72.848974,180,,ZERO_RESULTS,metadata
47.396308,-72.848974,270,,ZERO_RESULTS,metadata
47.396308,-71.848974,0,,ZERO_RESULTS,metadata
47.396308,-71.848974,90,,ZERO_RESULTS,metadata
47.396308,-71.848974,180,,ZERO_RESULTS,metadata
47.396308,-71.848974,270,,ZERO_RESULTS,metadata
47.396308,-70.848974,0,,ZERO_RESULTS,metadata
47.396308,-70.848974,90,,ZERO_RESULTS,metadata
47.396308,-70.848974,180,,ZERO_RESULTS,metadata
47.396308,-70.848974,270,,ZERO_RESULTS,metadata
47.396308,-69.848974,0,,ZERO_RESULTS,metadata
47.396308,-69.848974,90,,ZERO_RESULTS,metadata
47.396308,-69.848974,180,,ZERO_RESULTS,metadata
47.396308,-69.848974,270,,ZERO_RESULTS,metadata
47.396308,-68.848974,0,,ZERO_RESULTS,metadata
47.396308,-68.848974,90,,ZERO_RESULTS,metadata
47.396308,-68.848974,180,,ZERO_RESULTS,metadata
47.396308,-68.848974,270,,ZERO_RESULTS,metadata
47.396308,-67.848974,0,,ZERO_RESULTS,metadata
47.396308,-67.848974,90,,ZERO_RESULTS,metadata
47.396308,-67.848974,180,,ZERO_RESULTS,metadata
47.396308,-67.848974,270,,ZERO_RESULTS,metadata
48.396308,-124.848974,0,,ZERO_RESULTS,metadata
48.396308,-124.848974,90,,ZERO_RESULTS,metadata
48.396308,-124.848974,180,,ZERO_RESULTS,metadata
48.396308,-124.848974,270,,ZERO_RESULTS,metadata
48.396308,-123.848974,0,,ZERO_RESULTS,metadata
48.396308,-123.848974,90,,ZERO_RESULTS,metadata
48.396308,-123.848974,180,,ZERO_RESULTS,metadata
48.396308,-123.848974,270,,ZERO_RESULTS,metadata
48.396308,-122.848974,0,,ZERO_RESULTS,metadata
48.396308,-122.848974,90,,ZERO_RESULTS,metadata
48.396308,-122.848974,180,,ZERO_RESULTS,metadata
48.396308,-122.848974,270,,ZERO_RESULTS,metadata
48.396308,-121.848974,0,,ZERO_RESULTS,metadata
48.396308,-121.848974,90,,ZERO_RESULTS,metadata
48.396308,-121.848974,180,,ZERO_RESULTS,metadata
48.396308,-121.848974,270,,ZERO_RESULTS,metadata
48.396308,-120.848974,0,,ZERO_RESULTS,metadata
48.396308,-120.848974,90,,ZERO_RESULTS,metadata
48.396308,-120.848974,180,,ZERO_RESULTS,metadata
48.396308,-120.848974,270,,ZERO_RESULTS,metadata
48.396308,-119.848974,0,,ZERO_RESULTS,metadata
48.396308,-119.848974,90,,ZERO_RESULTS,metadata
48.396308,-119.848974,180,,ZERO_RESULTS,metadata
48.396308,-119.848974,270,,ZERO_RESULTS,metadata
48.396308,-118.848974,0,,ZERO_RESULTS,metadata
48.396308,-118.848974,90,,ZERO_RESULTS,metadata
48.396308,-118.848974,180,,ZERO_RESULTS,metadata
48.396308,-118.848974,270,,ZERO_RESULTS,metadata
48.396308,-117.848974,0,,ZERO_RESULTS,metadata
48.396308,-117.848974,90,,ZERO_RESULTS,metadata
48.396308,-117.848974,180,,ZERO_RESULTS,metadata
48.396308,-117.848974,270,,ZERO_RESULTS,metadata
48.396308,-116.848974,0,,ZERO_RESULTS,metadata
48.396308,-116.848974,90,,ZERO_RESULTS,metadata
48.396308,-116.848974,180,,ZERO_RESULTS,metadata
48.396308,-116.848974,270,,ZERO_RESULTS,metadata
48.396308,-115.848974,0,,ZERO_RESULTS,metadata
48.396308,-115.848974,90,,ZERO_RESULTS,metadata
48.396308,-115.848974,180,,ZERO_RESULTS,metadata
48.396308,-115.848974,270,,ZERO_RESULTS,metadata
48.396308,-114.848974,0,,ZERO_RESULTS,metadata
48.396308,-114.848974,90,,ZERO_RESULTS,metadata
48.396308,-114.848974,180,,ZERO_RESULTS,metadata
48.396308,-114.848974,270,,ZERO_RESULTS,metadata
48.396308,-113.848974,0,,ZERO_RESULTS,metadata
48.396308,-113.848974,90,,ZERO_RESULTS,metadata
48.396308,-113.848974,180,,ZERO_RESULTS,metadata
48.396308,-113.848974,270,,ZERO_RESULTS,metadata
48.396308,-112.848974,0,,ZERO_RESULTS,metadata
48.396308,-112.848974,90,,ZERO_RESULTS,metadata
48.396308,-112.848974,180,,ZERO_RESULTS,metadata
48.396308,-112.848974,270,,ZERO_RESULTS,metadata
48.396308,-111.848974,0,,ZERO_RESULTS,metadata
48.396308,-111.848974,90,,ZERO_RESULTS,metadata
48.396308,-111.848974,180,,ZERO_RESULTS,metadata
48.396308,-111.848974,270,,ZERO_RESULTS,metadata
48.396308,-110.848974,0,,ZERO_RESULTS,metadata
48.396308,-110.848974,90,,ZERO_RESULTS,metadata
48.396308,-110.848974,180,,ZERO_RESULTS,metadata
48.396308,-110.848974,270,,ZERO_RESULTS,metadata
48.396308,-109.848974,0,,ZERO_RESULTS,metadata
48.396308,-109.848974,90,,ZERO_RESULTS,metadata
48.396308,-109.848974,180,,ZERO_RESULTS,metadata
48.396308,-109.848974,270,,ZERO_RESULTS,metadata
48.396308,-108.848974,0,,ZERO_RESULTS,metadata
48.396308,-108.848974,90,,ZERO_RESULTS,metadata
48.396308,-108.848974,180,,ZERO_RESULTS,metadata
48.396308,-108.848974,270,,ZERO_RESULTS,metadata
48.396308,-107.848974,0,,ZERO_RESULTS,metadata
48.396308,-107.848974,90,,ZERO_RESULTS,metadata
48.396308,-107.848974,180,,ZERO_RESULTS,metadata
48.396308,-107.848974,270,,ZERO_RESULTS,metadata
48.396308,-106.848974,0,,ZERO_RESULTS,metadata
48.396308,-106.848974,90,,ZERO_RESULTS,metadata
48.396308,-106.848974,180,,ZERO_RESULTS,metadata
48.396308,-106.848974,270,,ZERO_RESULTS,metadata
48.396308,-105.848974,0,,ZERO_RESULTS,metadata
48.396308,-105.848974,90,,ZERO_RESULTS,metadata
48.396308,-105.848974,180,,ZERO_RESULTS,metadata
48.396308,-105.848974,270,,ZERO_RESULTS,metadata
48.396308,-104.848974,0,,ZERO_RESULTS,metadata
48.396308,-104.848974,90,,ZERO_RESULTS,metadata
48.396308,-104.848974,180,,ZERO_RESULTS,metadata
48.396308,-104.848974,270,,ZERO_RESULTS,metadata
48.396308,-103.848974,0,,ZERO_RESULTS,metadata
48.396308,-103.848974,90,,ZERO_RESULTS,metadata
48.396308,-103.848974,180,,ZERO_RESULTS,metadata
48.396308,-103.848974,270,,ZERO_RESULTS,metadata
48.39632584226475,-102.8489220642161,0,lat_48.39632584226475_lon_-102.8489220642161_hdg_0_pano.jpg,OK,pano
48.39632584226475,-102.8489220642161,90,lat_48.39632584226475_lon_-102.8489220642161_hdg_90_pano.jpg,OK,pano
48.39632584226475,-102.8489220642161,180,lat_48.39632584226475_lon_-102.8489220642161_hdg_180_pano.jpg,OK,pano
48.39632584226475,-102.8489220642161,270,lat_48.39632584226475_lon_-102.8489220642161_hdg_270_pano.jpg,OK,pano
48.396308,-101.848974,0,,ZERO_RESULTS,metadata
48.396308,-101.848974,90,,ZERO_RESULTS,metadata
48.396308,-101.848974,180,,ZERO_RESULTS,metadata
48.396308,-101.848974,270,,ZERO_RESULTS,metadata
48.396308,-100.848974,0,,ZERO_RESULTS,metadata
48.396308,-100.848974,90,,ZERO_RESULTS,metadata
48.396308,-100.848974,180,,ZERO_RESULTS,metadata
48.396308,-100.848974,270,,ZERO_RESULTS,metadata
48.396308,-99.848974,0,,ZERO_RESULTS,metadata
48.396308,-99.848974,90,,ZERO_RESULTS,metadata
48.396308,-99.848974,180,,ZERO_RESULTS,metadata
48.396308,-99.848974,270,,ZERO_RESULTS,metadata
48.396308,-98.848974,0,,ZERO_RESULTS,metadata
48.396308,-98.848974,90,,ZERO_RESULTS,metadata
48.396308,-98.848974,180,,ZERO_RESULTS,metadata
48.396308,-98.848974,270,,ZERO_RESULTS,metadata
48.396308,-97.848974,0,,ZERO_RESULTS,metadata
48.396308,-97.848974,90,,ZERO_RESULTS,metadata
48.396308,-97.848974,180,,ZERO_RESULTS,metadata
48.396308,-97.848974,270,,ZERO_RESULTS,metadata
48.396308,-96.848974,0,,ZERO_RESULTS,metadata
48.396308,-96.848974,90,,ZERO_RESULTS,metadata
48.396308,-96.848974,180,,ZERO_RESULTS,metadata
48.396308,-96.848974,270,,ZERO_RESULTS,metadata
48.396308,-95.848974,0,,ZERO_RESULTS,metadata
48.396308,-95.848974,90,,ZERO_RESULTS,metadata
48.396308,-95.848974,180,,ZERO_RESULTS,metadata
48.396308,-95.848974,270,,ZERO_RESULTS,metadata
48.396308,-94.848974,0,,ZERO_RESULTS,metadata
48.396308,-94.848974,90,,ZERO_RESULTS,metadata
48.396308,-94.848974,180,,ZERO_RESULTS,metadata
48.396308,-94.848974,270,,ZERO_RESULTS,metadata
48.396308,-93.848974,0,,ZERO_RESULTS,metadata
48.396308,-93.848974,90,,ZERO_RESULTS,metadata
48.396308,-93.848974,180,,ZERO_RESULTS,metadata
48.396308,-93.848974,270,,ZERO_RESULTS,metadata
48.396308,-92.848974,0,,ZERO_RESULTS,metadata
48.396308,-92.848974,90,,ZERO_RESULTS,metadata
48.396308,-92.848974,180,,ZERO_RESULTS,metadata
48.396308,-92.848974,270,,ZERO_RESULTS,metadata
48.396308,-91.848974,0,,ZERO_RESULTS,metadata
48.396308,-91.848974,90,,ZERO_RESULTS,metadata
48.396308,-91.848974,180,,ZERO_RESULTS,metadata
48.396308,-91.848974,270,,ZERO_RESULTS,metadata
48.396308,-90.848974,0,,ZERO_RESULTS,metadata
48.396308,-90.848974,90,,ZERO_RESULTS,metadata
48.396308,-90.848974,180,,ZERO_RESULTS,metadata
48.396308,-90.848974,270,,ZERO_RESULTS,metadata
48.396308,-89.848974,0,,ZERO_RESULTS,metadata
48.396308,-89.848974,90,,ZERO_RESULTS,metadata
48.396308,-89.848974,180,,ZERO_RESULTS,metadata
48.396308,-89.848974,270,,ZERO_RESULTS,metadata
48.396308,-88.848974,0,,ZERO_RESULTS,metadata
48.396308,-88.848974,90,,ZERO_RESULTS,metadata
48.396308,-88.848974,180,,ZERO_RESULTS,metadata
48.396308,-88.848974,270,,ZERO_RESULTS,metadata
48.396308,-87.848974,0,,ZERO_RESULTS,metadata
48.396308,-87.848974,90,,ZERO_RESULTS,metadata
48.396308,-87.848974,180,,ZERO_RESULTS,metadata
48.396308,-87.848974,270,,ZERO_RESULTS,metadata
48.396308,-86.848974,0,,ZERO_RESULTS,metadata
48.396308,-86.848974,90,,ZERO_RESULTS,metadata
48.396308,-86.848974,180,,ZERO_RESULTS,metadata
48.396308,-86.848974,270,,ZERO_RESULTS,metadata
48.396308,-85.848974,0,,ZERO_RESULTS,metadata
48.396308,-85.848974,90,,ZERO_RESULTS,metadata
48.396308,-85.848974,180,,ZERO_RESULTS,metadata
48.396308,-85.848974,270,,ZERO_RESULTS,metadata
48.396308,-84.848974,0,,ZERO_RESULTS,metadata
48.396308,-84.848974,90,,ZERO_RESULTS,metadata
48.396308,-84.848974,180,,ZERO_RESULTS,metadata
48.396308,-84.848974,270,,ZERO_RESULTS,metadata
48.396308,-83.848974,0,,ZERO_RESULTS,metadata
48.396308,-83.848974,90,,ZERO_RESULTS,metadata
48.396308,-83.848974,180,,ZERO_RESULTS,metadata
48.396308,-83.848974,270,,ZERO_RESULTS,metadata
48.396308,-82.848974,0,,ZERO_RESULTS,metadata
48.396308,-82.848974,90,,ZERO_RESULTS,metadata
48.396308,-82.848974,180,,ZERO_RESULTS,metadata
48.396308,-82.848974,270,,ZERO_RESULTS,metadata
48.396308,-81.848974,0,,ZERO_RESULTS,metadata
48.396308,-81.848974,90,,ZERO_RESULTS,metadata
48.396308,-81.848974,180,,ZERO_RESULTS,metadata
48.396308,-81.848974,270,,ZERO_RESULTS,metadata
48.396308,-80.848974,0,,ZERO_RESULTS,metadata
48.396308,-80.848974,90,,ZERO_RESULTS,metadata
48.396308,-80.848974,180,,ZERO_RESULTS,metadata
48.396308,-80.848974,270,,ZERO_RESULTS,metadata
48.396308,-79.848974,0,,ZERO_RESULTS,metadata
48.396308,-79.848974,90,,ZERO_RESULTS,metadata
48.396308,-79.848974,180,,ZERO_RESULTS,metadata
48.396308,-79.848974,270,,ZERO_RESULTS,metadata
48.396308,-78.848974,0,,ZERO_RESULTS,metadata
48.396308,-78.848974,90,,ZERO_RESULTS,metadata
48.396308,-78.848974,180,,ZERO_RESULTS,metadata
48.396308,-78.848974,270,,ZERO_RESULTS,metadata
48.396308,-77.848974,0,,ZERO_RESULTS,metadata
48.396308,-77.848974,90,,ZERO_RESULTS,metadata
48.396308,-77.848974,180,,ZERO_RESULTS,metadata
48.396308,-77.848974,270,,ZERO_RESULTS,metadata
48.396308,-76.848974,0,,ZERO_RESULTS,metadata
48.396308,-76.848974,90,,ZERO_RESULTS,metadata
48.396308,-76.848974,180,,ZERO_RESULTS,metadata
48.396308,-76.848974,270,,ZERO_RESULTS,metadata
48.396308,-75.848974,0,,ZERO_RESULTS,metadata
48.396308,-75.848974,90,,ZERO_RESULTS,metadata
48.396308,-75.848974,180,,ZERO_RESULTS,metadata
48.396308,-75.848974,270,,ZERO_RESULTS,metadata
48.396308,-74.848974,0,,ZERO_RESULTS,metadata
48.396308,-74.848974,90,,ZERO_RESULTS,metadata
48.396308,-74.848974,180,,ZERO_RESULTS,metadata
